nonton dr hari jumat kemarin jujur ini film indo di tahun ini yg cinematografinya sangat bagus pemandangan 	1
wanita itu ya bisa masak sila menu minggu ini	1
dari sejak adegan awal film ini kening sudah berkerut bertanya tanya ini apa ya ini kemana ya apalagi dengan ad 	0
pergi kau ke bioskop foto tiketnya lalu review film lewat twitter tak usah mention aku lapor scr 	-1
setelah hype sekarang terbit yang mewarnai timeline 	0
karena masih terbawa hawa marah habis nonton gue pun langsung menghubungi supervisor untuk mempr 	1
gak habis pikir kenapa ada orang tua yang sanggup ngajak anak usia sekitar th nonton dua orang pulak 	-1
di hari sabtu yg indah ini lebih baik kamu nonton deh biar tau perjuangan perempuan 	0
yang belum nonton film daya rekomendasikan banget film ini saya menyebutnya kisah pembunuhan 	1
siapin nyali buat liat sosok kepala buntung main gitar anjing banget 	1
film ini kalau di film dceu emang agak dark mengangkat tentang hal sexist dan film pertama western indonesia	-1
markus adalah ned stark versi kearifan lokal	1
mendingan nonton sekarang juga mumpung lagi pulang kampung bawa pala 	0
yuk ke bioskop mumpung lagi mampir ke rumah sendiri 	1
bersiap bersama	0
update bioskop per sabtu november yuk nonton bareng bareng weekend ini 	0
daftar bioskop marlina si pembunuh dalam empat babak mulai november 	0
pengen nonton	0
nonton di indonesia spot humornya berasa lebih banyak hahaha 	1
satu dan lain hal mungkin saya lebih terbiasa sama fiksi dan wtdtawttal tapi setidaknya genre rape revenge saya gak suka	1
malam ini keluar kota tapi siang tadi nyempetin dulu nonton sadiiiss nih film sadis kerennya	-1
gak bisa berhenti ketawa di adegan sopir angkot atau angdes diancam parang padahal musik angkutannya heboh bange 	1
tinggal jauh dr bioskop dan masih ada kerjaan baru akan ke kupang kamis depan berharap banyak yg nonton 	1
ditonton bareng orang tua awkward ga ya 	0
film sederhana tapi sarat makna akting pemain dan sinematografinya bagus dibuat kagum berulang kali dengan alam s 	0
ok here we go saya gak sabar 	1
udah nonton atau dgrin review non spoiler nya jam sore nanti di	1
ok nambah kepala lagi berarti	0
ini apa apaan deh film bagus tapi yang nonton kepala doang	0
ok here we go saya gak sabar 	1
penonton di kupang ramai sekali kemarin terimakasih jangan lupa ajak teman teman untuk 	0
nyaris full house di xxi ps 	1
film ini relevan si bapak berani nanya ga nih sama marlina dia nyaman diperkosa atau ga 	1
curgan satu kata terbaik apresiasi yang sangat baik untuk filmnya marlina sekiranya bukan menempatkan 	0
baru kelar juga nonton nya film ini cukup terbagi penilaiam nya yg akan di sukai oleh para pe 	1
mencari keadilannya sendirian 	0
saingan hari ini di lini masa adalah	0
hahaha nonton semua ya tapi lho ya 	0
dulu yuk 	0
mimin tak bisa berkata kata 	1
beribu terimakasih kami ucapkan mari rayakan film indonesia lainnya 	1
menurut bang kalau menurut kamu gimana 	0
ternyata marlina dah tayang hr ini tp dah terlanjur beli smg minggu dpn masih tayang 	0
udah nonton premiere jogja kemaren td nonton lagi di empire xxi dan masih mau lagii film macam apa ini 	0
nyaris full house di xxi ps 	1
duhh ini reviewnya bagus bener ayoo nonton anak titipin kakung utinya d 	1
kata kemarin mumi suami pun mirip vino 	1
terimakasih sudah menonton 	0
di pengumuman nominasi festival film terimakasih 	0
just watched dan abis itu ga mau makan sup ayam lagi gambar dan musiknya bagus banget	0
ada dua hal yang bagus banget di myusik yang main jadi mayat 	1
marsha timothy guurrrlllllll you re brilliant 	1
ini sederhana hening dan gelap yang sempurna	0
titipan bang dramer tayang hari ini kita dah nuntun 	0
hadeeh dan enggak ada yg tayang di satu bioskop yg sama 	0
sudah siap untuk bertemu marlina pada november nanti 	0
nanti kita live ig lagi ya untuk q a setelah pemutaran filmnya ya 	0
kalau nonton film ini besok di bioskop jgn buang tiketnya nanti akan diundi dan ada hadiah mie aceh untuk peme 	0
kata dimas djay tentang film yang akan tayang mulai besok di seluruh bioskop 	0
anying lah besok nenteng pala di bioskop 	0
hari lagi bakal nenteng pala di bioskop 	0
btw efek nonton kmrin ngingetin gw ke ini 	1
aduuuuuhhhhh masuk jatos satu selengkat dari rumah tumbeeeen kamu	0
kmrn liat trailernya bagus jadi pengen nonton	0
daftar bioskop marlina si pembunuh dalam empat babak mulai november 	1
sambut flm pd urbanhoror animasilegenda dramasataywestern musikalanak 	0
lawannya justice league nanti nih mantap cc	0
tanggapan pertama kami untuk si satay western baca review lengkapnya juga hari kamis nanti ya 	1
besok waktunya nonton kamis nonton 	0
tunggu sebentar lagi 	0
jelek bener filmnya gak bermutu	1
payah film ini membosankan	-1
nyesal bayar mahal buat nonton ini	-1
aku awalnya tertarik dari trailernya tapi setelah nonton menyesal	-1
aku merasa capek setelah nonton ini pengen cepat keluar	-1
awalnya keren tapi setelah keluar gore aku kecewa	-1
terlalu di besar besarkan sebenarnya gak bagus filmnya	-1
gak mau nonton film kaya gini lagi	-1
kalau ingin menghabiskan waktu tanpa kesenangan silahkan tonton	-1
ini film kaki lima ya	-1
simplistik konyol dan membosankan 	-1
sebuah kekacauan sentimental yang tidak pernah benar 	-1
sampah nih film ga bermutu	-1
eksploitatif dan sebagian besar kurang dalam saat mengekspresikan temanya	-1
tidak masuk akal alurnya tidak teratur	-1
terlalu emosional sampai penonton tidak tahu apa yang ditonton	-1
ceritanya tidak orisinil sudah berkali kali didaur ulang dari yang saya lihat	-1
tidak lucu dan humoris seperti yang dijanjikan	-1
sayang para aktornya digunakan untuk memainkan skrip yang buruk	-1
menarik tapi tidak spektakuler	-1
film ini hasil plagiasi	-1
kalau ingin menghabiskan waktu tanpa kesenangan silahkan tonton	-1
genrenya romance tapi malah jarang keluar romancenya	-1
mudah ditebak kelanjutannya	-1
gak sehat yang buat film ini	-1
penulisnya gila gak masuk akal baru kali ini nonton film kaya gini	-1
film berdurasi menit hanya memiliki sekitar menit inti cerita 	-1
